source	target
TP53	RRM2
MYBL1	TSC22D3
MYC	PTEN
MYB	HHEX
NOTCH2	RFNG
NFKB1	IL1R2
AR	NEDD9
E2F1	LINC00523
EP300	CTNNB1
E2F1	MOSPD3
RXRA	APOC3
MYB	CDC5L
TFAP2A	NR3C1
AR	CDK7
BRD2	hsa-miR-15b
FOS	VEGFC
NFKB1	REL
SP1	IL1B
RXRB	OLR1
NFKB1	EPX
SP1	TPI1
E2F1	C15orf23
MYB	CD5
TP53	XRCC5
EGR1	hsa-miR-149
NFATC2	CHP2
NFKBIA	EIF2AK1
SP1	ATF2
TFAP2A	VHL
SP1	PRKCA
CREB5	EP300
USF2	FMR1
MYB	TAF4B
CEBPA	AEBP1
CREB1	IFNGR1
USF2	APC
RELA	VCAM1
ATF1	NT5E
TP53	hsa-miR-107
NOTCH2	DVL3
SMAD4	MAPK3
BPIFA1	hsa-miR-141
GLI1	WNT2B
STAT3	VEGFB
FOXJ1	hsa-miR-449a
REL	CCL2
SREBF1	HK3
MYC	ATM
E2F1	NDC80
MYC	FKBP2
JUN	CYP19A1
SP3	LTC4S
NFIC	F13A1
NOTCH2	ADAM17
E2F4	NDC80
MYC	GNS
POU2F1	SP1
JUN	OAS2
AR	ADAMTS3
GLI2	BMP2
TP53	NME1
EP300	STAT4
SMAD3	hsa-miR-143
E2F1	SYCP3
NR3C2	ATP1B4
SP1	TFPI2
IKBKG	CASP10
E2F4	CBX5
NFKB1	SOD1
TP53	NINJ1
AR	RPE65
IKBKB	CASP8
EGR1	BCL2
USF2	CYP19A1
PAX2	GCG
HIF1A	PLIN2
POU3F1	AVP
FOS	CCL4
ATF1	LDHA
RARA	TMSB10
TFAP2A	NOS1
AR	IL8
SPI1	CD22
EGR1	VEGFB
PTEN	hsa-miR-25
SMAD3	CCL2
STAT5A	MET
TFAP2A	UBE2L3
STAT3	IL6
JUN	PLAUR
SMAD2	CREBBP
NFIC	ARG1
JUN	TP53
NFKB1	ELK1
REL	CD40LG
CREB3L1	MITF
E2F2	YIPF1
ESR1	RUNX2
E2F4	TSPY2
TFAP2A	CCL3
CREB1	PTGS2
SP1	KIT
CEBPD	TNF
ETS2	MDM2
SMAD1	RNF111
SIX1	hsa-miR-200b
AR	ADIPOQ
SPI1	SCARB2
CTBP1	RUNX1
SREBF1	ACACB
MYC	SLMAP
STAT5B	hsa-miR-17
ARNTL	RORA
NFKB1	IGL@
ESR1	CXCL12
RARA	SOS1
MYC	SYNGR2
SP1	AOX1
JUN	FIGF
SP3	NPR2
CEBPA	COMT
E2F2	CCNE1
SP1	CD14
ATF6	SRF
JUN	MEP1B
RARB	SFTPB
CEBPA	CCND1
MYC	SMARCAD1
NOTCH2	PSEN2
AR	HSP90AA1
STAT5B	CD40
E2F1	GNAI1
USF1	CTSB
CEBPA	FCAR
NFKB1	TNFRSF10B
CLOCK	NR1D1
CEBPB	CSF3R
MCM6	ORC3
CTNNB1	PRKACA
RELA	IL1B
PTEN	hsa-miR-302f
STAT1	PPP2CA
ETS1	RNMT
EGR2	SPINT1
MYC	FXN
EGR1	CD69
STAT1	PPP2R2B
MYC	RPS6KA5
SP1	SCNN1G
STAT5A	ESR1
FOS	TNF
CEBPB	SH2D3C
MYC	GNL1
YY1	hsa-miR-29a
TFAP2A	NPR1
E2F1	SEC63
E2F1	CEL
E2F2	PROKR1
JUN	SCGB1A1
EGR1	hsa-miR-92b
USF1	PDX1
MYC	NTHL1
MYB	KNTC1
ETS2	FLI1
USF2	TCN2
WT1	RARA
PPARA	CPT1A
USF2	LAMA4
RXRA	GK
SPI1	MME
CEBPA	EHHADH
NFKBIA	EIF2AK4
RXRA	UCP1
AR	SCGB1D1
CREB1	NR3C1
TP53	MAPK11
NFKB1	hsa-miR-17
IKBKG	CARD11
STAT1	ICAM1
SP1	JAK3
CREB1	PRKACA
AR	S100A9
EGR1	hsa-miR-30e
NFIA	F9
IL6	hsa-miR-519c
PPARD	MYC
E2F1	C15orf43
ETV4	FLII
RBL2	TFDP1
MYC	HSPA9
STAT5A	EXOC3
NFATC3	MAPK12
ETS2	ETS1
MCM3	ORC2
MYC	CRAT
SP3	RORA
RELA	CXCL3
RELA	COL1A1
RARB	HDAC1
EGR1	CRABP2
MYC	RPL18
MYC	SLC25A21
SMAD1	ID2
GLI1	WNT10A
MYC	SCD
CTNNB1	TCF7
MYC	PTMA
CEBPA	AGXT
POU5F1	hsa-miR-302b
RXRA	SLC27A4
ESR1	MEP1B
JUN	NR0B2
MYC	TYMS
NFIC	CYP27B1
PPARG	PPP2R2C
NFATC1	CSF2
NFKB1	hsa-miR-146a
E2F1	APP
NFKB1	SAA2
SP1	SOD1
E2F1	LIPC
CREB1	SLC20A1
PAX6	ITGB1
NFKB2	CD40LG
SP1	PCK1
CEBPA	PCNA
CREB1	POLG2
E2F2	DPH5
E2F1	HAT1
PTTG1	CDC20
TP53	GCLM
SP1	SIAH1
SMAD3	hsa-miR-200b
STAT1	HSPB1
RELA	BCL2L1
TFAP2A	MICA
SP1	MMP9
TP63	hsa-miR-630
CREB1	PDYN
E2F1	POU2AF1
E2F1	VPS4A
MYB	PSMD14
MAPK3	CDK4
NFIC	HMGB1
NFKB1	CCL5
USF1	ETV4
CREBBP	PRKACG
SP1	MME
TCF7L2	CREBBP
STAT5B	MET
RXRA	FABP1
MYB	ELANE
STAT1	PPP2R2A
ABL1	GRB2
POU2F1	LIFR
MYB	CLU
DDIT3	MAPK14
POU2F1	UGT2B17
STAT4	hsa-miR-125b
TP53	hsa-miR-194
MYC	ODC1
MYC	SURF6
RXRB	SLC27A1
E2F1	SNX19P2
STAT5A	CCND3
CREB1	TNFRSF8
E2F2	BIK
SP1	CYP27A1
STAT6	JAK1
SP3	TNF
MYC	ARFGAP2
MAX	PIAS4
EGR1	ATP2A2
MYC	ACOX1
CEBPA	XDH
ETS2	SURF2
AR	AKT1
STAT1	CREBBP
FOXO3	AKT3
TFAP2A	OXTR
TFAP2A	NPY1R
CEBPA	CD19
MYB	NUDT6
RELA	RAC1
AR	NCOA4
RXRG	SLC27A1
NFATC3	PPP3R2
RARA	PML
E2F4	CSF1
MYC	THRAP3
NKX3-1	AKT2
MYB	PAICS
E2F4	CDC45
PAX3	ETS1
SMAD3	AKR1B1
RARA	AKR1B1
SNAI2	hsa-miR-200b
E2F1	CSAG1
MYC	U2AF1
ETV7	MAPK1
CREB1	GRM5
E2F4	RPS15
FOXO1	PCK1
CTNNBIP1	CTNNB1
TFDP1	SMAD3
TP53	HSPA4
SOS1	SPRY2
MCM3	ORC5
PPARD	PDHA1
ESR1	TGFA
CREB3L3	CREBBP
MYC	HOXD13
HIF1A	GAPDH
PPARG	PLIN1
PPARA	SCGB1D1
SP3	CTSB
CREB1	CYP11B2
RXRA	SLC27A1
SP1	PDE6A
GLI2	BMP8A
MYC	EPHX1
PPARG	LPL
ERG	MMP9
E2F4	MRPL12
MYC	MSN
E2F2	PITX2
CHD8	CTNNB1
MYB	ABCE1
E2F4	KIF22
BRCA2	RAD51
HIF1A	ITGB2
CEBPA	CSN2
E2F2	POLR3A
MYC	ACPP
ATF4	MAPKAPK3
TFAP2A	ATP2A2
TFAP2A	SOS1
CREB1	NF1
EGR1	PTGES
CEBPA	FGL2
CREB1	BCKDHA
SNAI2	MAPK1
ATF1	IFNAR1
HIF1A	BAX
REL	CCL5
STAT1	REV3L
E2F4	CDK2
MYC	AIMP2
CREB1	UCP1
AR	CYP19A1
SP1	SHMT2
MYC	UBE2G2
NFKB1	CCL11
MYC	MAFF
HIF1A	KCNA5
RELA	PPARA
MYF6	hsa-miR-1
E2F1	ZNF614
RELA	CXCL1
TP53	IL11
TAL1	CDH13
APC	AXIN1
HIF1A	TFF3
BRCA1	IGF1R
SP3	PFKP
HIF1A	ERRFI1
IKBKG	BCL10
CTNNB1	CTNNB1
CREB1	CHRNA7
NFKB1	RIPK2
CEBPB	PTGS2
RXRB	ACOX3
PAX4	INS
AR	APOBR
JUN	IL1B
TCF7L1	SMAD4
RXRA	OLR1
PER3	PER2
NFATC3	MAPK11
SP3	AGTR1
ZEB2	hsa-miR-141
NFATC4	CSF2
USF2	PTGS2
PPARG	ADAM28
RXRA	ACSL5
ETS1	POR
STAT5A	JAK1
SMAD3	E2F5
ESR1	C3
MYC	DPM2
NFIC	SPATA2
E2F2	PTGS2
CIITA	RFXANK
E2F1	CDKN2A
MYC	SRSF7
RBPJ	CIR1
TP53	CTNNB1
RELA	CD40LG
E2F1	LOC51145
EGR1	ZFP90
IKBKB	RIPK1
E2F4	VCP
ETS1	LTF
TFAP2A	SP1
GLI3	WNT7A
E2F4	POLD2
CREB1	NOS1
ESPL1	PTTG1
CREB1	LDHA
HIF1A	F3
E2F1	FBLIM1
HTT	AP2A1
NFKB1	BCL2L1
AR	EDN1
E2F1	POLE2
E2F1	LRRN2
RUNX1	hsa-miR-27a
XBP1	ERN1
TP53	PLK2
E2F4	RAD54L
E2F4	APRT
TFAP2A	CHRNA7
SMAD4	TNNC1
NFIC	TINAGL1
MYB	NME2
JUN	TFPI2
POU2F1	HLA-DRA
E2F4	HMGB3
SOS2	SPRED2
ESR1	TSC22D3
TP53	RHOA
SMAD4	ID1
STAT1	VIP
TFAP2A	GM2A
EP300	CREB3L1
CEBPA	TIMP2
PAX1	SLC22A6
E2F4	BUB3
E2F1	ANKRD27
APC	CTNNB1
RXRG	PLTP
TFAP2B	IRAK2
USF2	CXCR4
PGR	PIK3R2
GATA3	hsa-miR-200b
CEBPA	RUNX1
MYC	PTPN6
ATF1	NTRK1
MYC	LBR
RARA	TCF7
CREB3	AQP2
AR	IBSP
SP1	AGXT
FOS	ITGA5
NFKB1	CCL3
E2F1	ADAMTS14
GLI1	PTCH1
PTTG1	CDC27
MYC	AVP
PPARG	NCOA4
MYC	TMPO
NFKB1	HMOX1
MYC	PHB
STAT5B	hsa-miR-18a
STAT3	NOL3
ESR2	JUN
NFAT5	PPP3CC
RXRG	ACSL5
PGR	MAPK14
PPARG	UCP2
SP1	PGC
MYC	MAGEA3
RARA	PCK1
ELK1	MAPK14
AR	ANGPTL4
RBPJL	HDAC2
SMAD3	CUL1
ETS1	ABCC1
ETV4	PLAUR
POU2F1	ST6GAL1
SP1	ACACB
NFKB1	EDN1
E2F1	SYNE2
TP53	DGKE
CREB3L4	PRKX
CEBPA	MAT2A
WT1	TERT
E2F1	CHST15
ETV4	PSG9
CEBPB	IL6
HIF1A	ABCB1
TFAP2A	SDC4
MECOM	MAPK9
NR1D1	ARNTL
NFKB1	RELB
SMAD6	IFNG
ASH1L	hsa-miR-375
STAT1	CYP19A1
NFKB1	DNAJA3
SPI1	TYROBP
EGR2	FAS
MYC	SFMBT1
RARB	THPO
RBL1	MYC
E2F4	SNX19P2
MYC	LAIR2
REL	IL12B
RXRG	MMP1
TP53	CCNE1
MYB	NMU
NFKBIB	FBXW11
PER2	PER3
SRF	FOS
GLI2	SUFU
E2F1	CASR
SP1	HTR1A
STAT1	CD40
AR	THPO
GLI2	HHIP
TFAP2A	GALNT3
WT1	IL2RB
IKBKG	RIPK2
SP1	CD7
NFIC	MBL2
MYB	F3
USF1	CXCR4
E2F1	TP73
TFAP2A	TALDO1
TCF7	FOSL1
USF2	BRCA1
ETS1	AXL
POU2F1	MS4A2
ETS1	EBI3
PPARA	NOX1
NFKB1	NOD2
STAT6	CREBBP
TWIST1	hsa-miR-200c
CEBPA	CSF1
STAT3	CDKN1A
CTBP1	TCF7
MYC	POLR3G
NFKB1	PIGR
CEBPA	NR5A1
MYC	PSMD5
E2F1	SLC43A2
TFAP2A	SLC6A4
TP53	MAPK13
MYB	RPS10
TP53	NHLH2
RARG	IBSP
MYC	PSMB5
TP53	PTTG1
GLI2	BMP7
SP1	HOOK2
TFAP2A	DEFB104A
NFKB2	VCAM1
E2F1	SAA2
POU2F1	IL8
JUN	KRT18
NFKB1	VCAM1
PPARA	LIPA
HIF1A	TP53
E2F4	WEE1
RELA	MAVS
PGR	SCGB1A1
MYC	MEN1
TCF4	hsa-miR-21
STAT1	JAK3
FOS	VIP
E2F4	TFRC
USF2	CEACAM1
NPAS2	BHLHE40
PDGFD	hsa-miR-24
CREBBP	PRKACA
SP3	PDGFB
MAPK9	IL8
WT1	MYC
TCF7L1	MYC
ESR1	KRT19
MYC	PSMC4
IRF5	IL6
WT1	THBS1
TP53	TSC2
HOXB9	NCAM1
ELK1	DYX1C1
MYC	PRDX3
ATF1	LTC4S
SP3	CXCL1
CEBPA	SREBF2
WT1	TGFB1
E2F1	PSMC6
NFATC2	PPP3CB
ORC2	MCM5
GLI3	WNT9A
CEBPB	GADD45G
E2F2	NOL9
ETV4	LRP8
E2F1	XAGE1C
TFAP2A	HOXA4
RARB	TERT
POU2F1	VIP
EGR1	AR
E2F2	LRSAM1
MYB	RPL35
JUN	TNFRSF8
SP1	FOSL1
SP1	KCNH4
POU2F2	CD22
EGR1	TIMP1
MYC	USP11
PPARD	SCGB1D1
CREBBP	PRKX
E2F1	DIRAS2
TP53	PTPN13
RXRB	ACOX1
CEBPA	F9
ETS1	CYP27B1
TP53	CASP1
MYB	hsa-miR-148a
ATF1	ERBB2
ESR1	SMARCA2
ETV4	DNAJA3
IKBKB	TAB3
E2F1	UNC119
LEF1	hsa-miR-371
FOS	PENK
HHEX	PDX1
SP1	TGFB1
ATF2	NR4A2
E2F1	hsa-miR-363
JUN	SMAD4
RARA	GADD45G
CREB1	NR4A2
ESR1	APOA1
CEBPD	CCL5
ESR2	CD68
SP1	RBP1
JUN	TNFSF10
MYB	MCM7
NFKB1	ELF3
ETS1	CIITA
AR	APOA1
GLI2	CSNK1D
CREB1	EGR1
E2F1	ADAMTS1
HTT	AP2B1
EGR1	FGFR3
LEF1	WNT1
BRCA2	FHIT
MYC	CST5
TFAP2A	CTSD
AR	S100A8
RB1	TFDP2
HIF1A	TGFB3
HIF1A	LDHA
POU2F1	CLC
MYC	hsa-miR-195
TP53	HSP90AB1
RARA	TG
GLI3	GLI1
CTBP1	RBPJL
TFAP2A	IFNGR1
JUN	ETS2
ATF1	RB1
JUN	GYG1
RELA	IKBKG
JUN	MAPK9
LEF1	NT5E
E2F4	ORC1
TCF7L2	CTBP1
RBL2	E2F5
TP53	VEGFA
RARB	CREBBP
E2F1	PEG3
E2F2	ZCCHC8
RUNX2	hsa-miR-3960
AR	CYP26A1
USF1	CEACAM1
JUN	ERCC1
ETS1	IL12B
ETS1	VEGFA
CTNNB1	GSK3B
JUND	MAPK9
E2F1	GINS3
CEBPA	CCR2
NFATC1	MAPK13
BRCA1	KCNH8
ZEB1	hsa-miR-34b
MYC	HNRNPA2B1
CRY1	CSNK1D
JUN	CHGA
CEBPB	IL17F
MYC	ZNF259
CREB1	FLI1
ESR1	SP3
STAT5B	SOCS2
TFAP2A	KRT5
ETS2	MYB
E2F2	C16orf62
PPARA	RETN
STAT5B	PIAS2
SMAD1	SMAD6
ATF1	DPAGT1
POU2F2	VIP
MYC	ARL1
STAT1	IRF7
RXRB	FABP1
HCLS1	TJP1
E2F1	AMPD3
MYC	DRG1
AR	RARG
E2F4	KLK3
SP1	BLZF1
RXRG	PLIN1
E2F1	TRPM2
TFAP2A	IGF2
ETS1	JAK3
TP53	CHUK
E2F4	FST
EIF2AK2	MAPK13
E2F1	CLTC
IKBKG	NFKB2
MYB	ADA
E2F4	F3
DAB2	LDLR
AR	PTGER2
E2F4	MYCL1
SMAD3	TGFB1
CEBPA	SLC10A1
MYC	PIAS2
RBL2	CCND2
SP3	COL2A1
STAT5A	SOCS3
SMAD4	BGN
E2F1	DPH5
TFAP2A	CD79A
RB1	CCND2
GLI2	PRKACG
NFAT5	CHP2
CEBPA	CSF3R
CEBPA	PREB
TP53	NOS2
MYC	BRCA2
MECOM	CTBP2
CREB3	MITF
CTNNB1	PTPRB
CTNNB1	TBL1X
AR	ALPP
CREB1	TAT
ETS1	CD5
CEBPE	MYB
REL	CDH13
MYC	KCNJ5
EP300	TCF7L2
ATF1	NOS1
USF1	TERT
CREB1	PENK
NFKB1	CYP27B1
SP3	SLC9A3
EGR1	FAS
MYC	CCRL2
STAT5B	KIT
PPARG	BCL2
PAX6	GCK
MYC	PLSCR4
MAPK3	CCND1
NFKBIA	TRAF2
MYC	RBBP4
MYC	PBK
LEF1	CCND2
MYC	AMD1
RBL1	SMAD2
E2F1	SLC3A2
E2F2	TNS3
EGR1	CCKBR
MCM5	ORC1
SP1	ALPI
ETS2	VWF
STAT1	SOCS2
E2F4	NKTR
ETS1	TBXAS1
CEBPB	CCL5
LEF1	CCND3
E2F1	THOC6
E2F1	PFAS
SP1	PSG1
E2F2	SLC2A13
POU2F1	AKR1C3
AR	NUDT6
NR3C2	ATP1B1
POU2F1	SNAPC4
SP1	ADD1
FOXM1	hsa-miR-135b
E2F5	MYC
ELK4	MAPK12
MYB	ODC1
SP1	BRCA1
TFAP2A	HRH1
SP3	TGFBR2
MYC	PSMD10
TFAP2A	JUP
NFKB1	ADORA1
HIF1A	ID2
RARG	NKX2-1
USF2	HMOX1
E2F1	TUBA4A
MYC	MARS
MYC	USP1
SP1	EXO1
IKBKB	NFKB1
NOTCH3	DVL2
SP1	C8G
CREB1	PCSK6
HIF1A	B4GALT1
TFAP2A	HRAS
PER1	PER2
ESR1	HOXA10
IRF7	IFNA4
E2F1	C4orf36
SP1	BST1
MYC	KLK10
NFKB1	APOC3
MYC	C9orf43
MYB	BTG2
TP53	TP53I11
TP53	SMPD3
TP53	STAT1
TFAP2A	GRIN2B
MYC	PSMA5
ZBTB16	JUP
FOXO3	AKT2
E2F4	CDC25A
SMAD4	PITX2
RXRG	UCP1
NR3C2	ATP1A4
CREBBP	RBPJL
E2F1	TMX2
CREBBP	CREB3L2
SMAD4	HNF4A
STAT3	CPT1B
RARA	CYP26A1
MYC	HMGN2
CEBPB	PRL
MYC	CTSC
IRF1	EIF2AK2
ETS1	COPS2
RARB	SMARCA1
PTTG1	ANAPC4
E2F4	SYNGR1
MYB	CDC7
USF2	SERPINE1
CREB1	IL1B
ARNTL	NR1D1
HIF1A	TGFB1
TP53	LOC254896
ATF4	MAPKAPK2
POU2F1	EIF4G2
AR	NKX2-1
E2F4	MCM5
JUN	NHLH2
CTNNB1	PRKACG
NFIC	GIF
E2F2	CLTC
RELA	TNF
TCF7L1	CCND3
NOTCH3	DTX3L
E2F1	BRAF
E2F2	CDC45
CREB1	MSMB
TFDP1	CCNE1
JUN	PRKCB
HDAC2	RBPJ
EGR1	CEBPB
SMAD3	BTRC
E2F1	RASSF8
E2F1	N4BP2L1
SUFU	GLI2
NFKBIA	FBXW11
ETV4	IL4
ZIC2	GLI2
MYC	PSMA1
STAT5A	PAX5
EP300	hsa-miR-141
JUN	ITGAX
RELB	RELB
EGR1	HSD11B2
NFIC	POLE2
LEF1	TCF7L1
TP73	hsa-miR-145
PPARA	CYP8B1
IRF1	EIF2AK1
TP53	PRG3
CTNNB1	EP300
CDKN2A	hsa-miR-410
NFATC2	GSK3B
E2F1	TSNARE1
JUN	SLC3A2
NFKBIA	IKBKB
TCF7L1	RUVBL1
JUN	IL5
TFAP2A	TSHR
SMAD3	LAMC1
E2F1	CD72
SP1	ELK1
E2F1	TRIM69
TFAP2A	BSG
MYC	RAB3GAP2
E2F4	SRPR
LEF1	NCAM1
NFKB1	ENG
HIF1A	EPO
SP4	ABCA2
MYC	PPP2R4
PML	JUP
EGR3	TP73
RARA	VEGFA
MYC	PMS2P3
NFKB1	MADCAM1
RXRA	SCP2
JUN	CCR5
REL	IL1B
ESPL1	STAG2
NFIB	hsa-miR-21
AR	MAPK3
STAT2	PPP2R2A
MYBL1	MTSS1
MYC	CSTB
HTT	GRIN1
E2F1	ENPEP
STAT3	PIM2
TFAP2A	TK1
LEF1	EP300
ETV4	SPP1
SMAD3	ACVR1
ETV4	AGTR1
SP3	CYP17A1
STAT1	EXOC3
RELA	NFKBIB
NFIC	MED21
GLI3	BMP8A
SP1	CXCL1
STAT5A	KIT
ETS1	IL5
NFKB1	CSNK2A1
E2F2	MFSD6L
JUN	SFTPD
E2F4	BIRC5
E2F1	HUNK
POU2F1	ERVW-1
CREB1	ERBB2
ETS1	SPP1
AR	ICAM1
E2F1	ARMC4
NFIC	CSNK2A2
PPARG	MED1
STAT3	NOS2
NOTCH4	DTX2
EGR1	hsa-miR-335
SP1	RAG2
TFAP2A	IGFBP3
HIF1A	KIF2A
PIAS2	MYC
TNF	hsa-miR-17
ESR1	SERPINB9
ESR1	SOCS2
PPARD	MYB
JUN	SERPINB2
MYC	TXNDC5
NFKB2	BIRC2
SMAD5	SMAD4
SMAD1	EHHADH
E2F2	RPS6KB1
RXRB	CYP4A22
ARNT2	HIF1A
ATF1	EGR1
POU2F1	GYG1
AR	PPARGC1A
SP1	hsa-miR-132
ETS1	TNC
TGFB1	hsa-miR-143
RBPJL	CREBBP
MYC	ID2
NFKB1	APOE
AR	HMGCS1
MYC	RANBP3
NFKB1	KCNMA1
CTBP1	LEF1
RARA	UGT1A10
E2F2	SSTR1
E2F4	SMAD4
SPI1	SRF
IKBKB	NFKBIB
TCF7L2	CCND3
BRCA1	TAF10
RXRA	SORBS1
TFAP2A	DBH
TP53	ERBB2
CREBBP	CREB1
TFAP2A	GDNF
NKX3-1	AKT3
JUN	FAS
SP1	LOX
PIAS2	STAT5A
CEBPB	DLC1
CTNNB1	CTNNBIP1
ATF1	CCL5
LEF1	ELANE
GLI2	WNT5A
SPI1	ITGA2
POU2F1	CCR2
CEBPD	F3
TLR4	hsa-miR-9
MYC	DDX11
E2F1	ACSM5
RARB	PLAT
PPARG	CD83
CEBPA	FGA
USF2	CCNB1
LEF1	MYC
E2F4	CHEK1
NFKB1	RALBP1
NFKB1	BCL10
WWP1	ERBB3
ATF1	FLI1
MYC	WNT10B
CEBPA	KAT7
E2F2	USP1
CEBPA	SREBF1
RARA	NEDD9
POU2F1	VWF
MYC	MTERF
E2F1	CD320
RARA	CCNA1
TFAP2A	GH2
TGFB1	hsa-miR-224
RXRB	ADIPOQ
ATF4	CXCR5
IKBKB	TRAF2
ETS2	JAK3
SP3	COL1A1
CEBPA	GSK3A
SMAD5	MAPK3
MYC	TTLL3
STAT6	JAK3
CLOCK	CRY2
TP53	TNF
TFAP2A	SYN2
SP1	STARD3
MYC	CREBL2
AR	IL2
JUN	CD22
POU2F1	GADD45A
TFAP2A	SCNN1G
SP1	ACAN
MYC	HSD11B2
NFIC	SFTPC
IRF3	IKBKG
JUN	TWF2
CREB3	PRKACG
NFIC	TP53
ETS1	CDKN1A
E2F1	DYNC1I2
CTNNB1	CSNK2A1
ETS1	PPP2R4
E2F4	GPANK1
ZEB1	hsa-miR-7
MYC	NCBP1
ATF1	GOLPH3
EPAS1	VEGFA
RELA	BCL2
E2F1	ANKRD16
ESR1	TFF1
CREB1	GSTP1
ETS1	PARP1
MYC	SRPR
TP53	TYR
CEBPA	hsa-miR-34a
HIF1A	GCK
TP53	hsa-miR-192
PPARA	GOT1
EGR2	BSG
SMAD3	COL7A1
FOSB	CCL5
E2F1	MPHOSPH10
MYC	RFX5
RORC	ARNTL
ATF6B	DDIT3
E2F2	PFDN5
NFKBIA	NFKB1
NFIC	PON1
NOTCH2	DTX1
NFIC	TF
HIF1A	HIGD1AP1
STAT3	JUN
MYC	ABCC4
