source_entrezID	target_entrezID
15260	18505
17125	22190
22344	21761
22034	16179
16905	223697
12387	415115
56480	54131
12914	209354
27401	21402
14634	24069
22059	22059
330914	13385
11789	12387
26914	20747
11909	12189
26380	19014
13449	218397
19192	378435
26965	17928
22030	22190
279766	16151
21849	12419
18999	217127
14810	13429
11614	140858
18764	22190
16924	233977
13052	140887
16331	11350
12394	20466
15194	15511
14800	14799
71950	66830
71950	207165
12443	12576
18999	18999
20617	20907
67526	11793
53310	83814
214669	12417
18140	11545
14810	23859
228714	228714
20585	20194
16443	12402
71950	26413
18024	50868
71950	52463
22190	14528
21848	12417
83431	18472
20185	224170
30841	19763
22070	17975
19401	51810
22034	216869
13711	13813
100494	70247
18538	56210
19016	19017
30841	69837
20779	20218
20907	22318
14056	11569
14633	24069
94212	12703
20404	104015
20907	20614
18999	13017
22195	23807
26564	56637
22778	15182
26419	16476
56210	22190
13002	52551
13537	26416
53424	77053
20416	13649
20416	16331
18999	114741
99377	58198
12914	231580
20674	11545
18999	108155
217232	56371
214669	433759
20505	65962
209318	108679
15194	15194
53885	244585
12578	18148
16536	11749
71950	17688
72179	21454
26965	27401
13433	22190
18148	100503670
15951	12393
12394	12151
74016	14056
14582	104383
18999	76007
239027	22344
20674	20674
20166	11848
63958	63958
19821	66233
20411	12402
15481	52551
16438	269523
11865	53376
18999	17184
16170	14811
19164	59287
71950	216156
22059	22218
19664	18128
545486	74334
13448	16331
11865	12953
20846	26413
16151	21929
13144	66105
20473	14797
21429	664799
11835	21412
20185	81004
14048	68094
16590	18708
320299	216274
22034	16151
97064	22601
30954	21936
22761	99982
74016	13626
12914	21410
114712	21423
21898	22034
12753	18626
22034	74256
14812	14811
13405	24131
74769	27354
14194	103573
21849	12412
12534	268697
22330	71766
11909	18986
13163	22059
11480	50791
71950	56380
20375	328572
19338	77040
16177	16180
15194	239528
72828	16452
20937	12412
16396	18128
79362	21423
17344	19016
12428	12566
50873	12028
15162	12402
18479	17196
53885	260305
67943	16974
14389	19247
13180	21405
67087	12387
23871	12142
67220	70110
20371	15182
107995	217232
26380	214669
100038882	56045
56424	56424
13626	11569
71950	13006
21423	56787
110829	16202
12914	11764
17480	16452
22668	13653
19016	22190
65113	19211
26416	11909
19821	19821
11789	229603
230872	16593
12005	93836
13405	20650
11614	51869
57441	29871
30841	21402
225870	22627
235320	235320
83431	228359
19353	18479
17684	12914
17172	21423
13018	20019
18999	16551
107823	58198
15194	20614
22190	269523
23942	23942
232906	56371
14281	16476
16438	22190
72088	22295
24068	22034
64930	22350
56637	12006
17127	22190
12387	76281
12189	12190
18764	12234
74053	268903
19821	140858
17932	20467
12412	50709
17246	22218
21687	14784
84092	22190
66313	17125
18999	116870
74053	13982
12402	12928
214669	110147
21888	20473
21418	109331
12608	96979
14463	17125
14163	76507
208650	208650
231332	26413
11651	606496
19885	107932
30945	269523
12608	433759
15361	19645
16531	11806
64704	12991
16476	16658
14800	13385
56742	100732
69260	15078
12286	12296
63958	269523
13385	18704
12567	12576
69807	11474
93759	20185
26401	26400
15903	15904
26380	18999
21374	229615
330627	12419
71950	26380
17999	20276
18999	56456
12029	12053
22196	19387
50873	20404
68328	231830
20371	57376
93759	18627
19697	22190
17954	66684
19821	52609
56480	71648
27221	99982
26564	22418
26405	75788
12443	15481
53331	58244
13429	20404
14056	16468
636931	239528
12916	15260
11865	18627
12978	18708
22343	12361
66722	50525
140887	111173
71950	433759
77116	319934
15516	15499
218397	20218
17863	58184
18559	18505
12122	12028
12576	12428
69807	59004
12753	12952
66824	66824
15903	26754
22030	21929
26409	68652
27221	15182
18817	53817
20586	239985
18519	328572
16476	15242
30050	26965
140887	14270
16531	15481
21951	16568
74053	11835
30843	52163
26380	75560
66725	15519
22030	12421
12534	109740
20371	99982
17428	20467
55992	12575
14632	24069
16974	22408
67030	243897
26417	17196
232946	18457
19821	12995
53331	22320
16909	15258
14810	12323
20471	20674
14370	94221
23957	93759
19091	56278
12695	14811
140887	238988
22761	13016
24051	24052
64930	22084
18999	11545
71950	26417
20617	22318
12005	12005
14084	269523
74769	18538
12043	19052
13641	17974
72058	16924
19225	18220
18432	69228
226049	76936
52906	380718
26447	22190
11891	171531
110157	56715
13711	21420
16150	18036
17131	208650
14812	67268
20586	20587
17927	21423
15361	27221
66725	22630
12234	18035
18412	240518
20505	59020
14582	99982
12929	12402
11614	99377
19016	71538
22631	229949
13017	16599
14463	328572
12695	14812
22059	20482
80913	244551
17237	22088
67772	16648
16443	240752
104416	15161
22642	15900
71890	56210
20682	26423
11789	12005
12753	12914
20848	20848
20371	12400
69504	15182
70122	19821
19821	54383
12534	50927
12005	15469
19053	51792
16151	22030
54711	56469
230908	22190
18175	228003
170737	22151
22034	11947
54607	14255
12042	240354
13347	13368
16909	12236
13385	14811
433766	268294
17970	11758
15572	27041
21687	18708
21929	21929
18198	13542
16468	17765
67772	16647
12370	18412
328572	12912
18999	20674
78757	56717
29864	21929
16825	16909
81601	75560
18505	22059
12391	20779
17954	53605
17973	12402
13138	24052
11793	12370
12190	19361
231201	22059
56086	12461
21848	12412
71950	13619
110784	22190
21423	15903
13385	14812
18609	433759
16151	18036
21939	22031
15194	12293
606496	12388
14828	13418
20482	22190
17096	94212
12929	107746
18011	208922
15505	22142
22288	20648
15260	15081
15168	226823
433766	11459
22034	13629
23988	16179
22631	17169
12848	84505
18020	22196
67903	17920
22632	20687
50754	21402
18627	12952
18999	234366
22034	11461
12234	26965
17246	67025
22034	22034
30841	71458
66894	20020
21412	433759
384569	56195
13831	19720
12575	18538
217365	269523
14055	16468
18626	12952
18518	19052
12286	12297
50868	50868
16001	22190
12043	19058
230904	21402
12575	12567
13017	22196
12702	67673
71950	20674
84092	19417
26419	22059
13435	54427
70620	93765
19401	53610
19016	17283
11651	109689
20371	22780
21898	106759
13448	218397
16362	22196
14102	13163
19185	22190
100494	26440
14810	240057
66341	67241
18024	23939
12912	20682
21423	22196
21926	19766
12675	18036
26423	19017
66894	20588
17863	224619
12608	17246
110784	22088
504193	77113
21804	216963
13405	12955
17762	27984
22632	56717
16452	20848
22215	140492
13001	21647
18999	56380
116870	14282
83431	13191
21834	20185
22034	18746
12608	19014
23942	245688
56070	20595
12534	50708
228607	66824
12417	50709
13626	12151
12389	16452
56438	22213
15516	12578
15450	12330
15433	17125
54123	22034
15184	17258
14815	15516
12566	50708
16531	14433
320713	22190
22034	15481
235320	20230
20375	16476
50873	20408
22637	20533
17762	15481
71950	99982
22034	15519
16531	12631
22059	12578
58800	17882
22343	319924
12443	12567
14815	18226
18024	17135
56480	22190
100038882	17886
71950	23942
214669	107932
18762	16451
12914	20405
16531	11747
224020	104718
15194	15502
19821	214669
19017	18432
433759	19645
636931	20419
19821	213464
21898	12042
22632	76022
19303	26413
20670	18999
381022	213464
415115	17883
18999	23808
14784	24064
19820	22702
12005	17131
26400	30957
18999	381591
12402	23921
11308	11352
20375	15182
22030	93765
20907	20910
19821	13619
108086	11838
71950	18999
56436	22190
378435	213464
18175	11474
21410	433759
22230	269523
20674	57258
21849	55942
20586	20588
71950	18854
57441	15430
12151	54383
71950	69077
20296	12772
12005	56637
22034	320713
12914	15405
16531	22343
230126	230126
20416	16332
65971	22200
19127	12387
15194	22190
11350	19303
12578	106585
18627	71514
18999	19047
17349	192292
110355	83814
83431	380684
73274	20020
17684	21418
16151	22190
52615	103551
14191	12402
12402	16818
18708	384783
320713	67155
216869	72930
26416	17164
56086	12995
18999	11614
16170	16516
18999	104383
18999	18451
15982	20467
11816	56086
268749	269523
17164	13619
22034	11674
19821	67057
59009	27428
12387	12550
71950	233545
207259	26419
20437	14266
214931	51792
54427	13436
11865	12952
231332	26417
12346	16924
20909	20912
12048	12028
18999	15182
19821	30951
18754	50754
71950	20020
13555	20683
13649	12402
12385	12387
15194	81489
21374	56469
104015	50873
18033	26410
53319	17755
22631	18573
240028	56041
18024	12234
107823	20586
71950	116870
18148	19989
22631	20587
27096	245828
233902	11848
12952	433759
99377	20841
16924	111173
65960	12162
20402	14360
12402	14254
240087	27223
268749	74256
13138	20391
15930	12702
12387	12006
22359	18476
20662	24064
15194	15481
12015	18747
109910	12578
21853	66131
16974	13380
233863	20589
15182	23942
22778	433759
74374	67588
78803	107995
16396	74256
69807	22003
17135	12014
12914	17342
12576	26754
22059	56710
16019	269523
14812	224997
21349	433759
13405	20648
13405	20649
71950	99003
12028	12028
12879	17984
14388	19247
213236	80287
20821	14130
14810	67300
433759	12034
83396	13016
66917	15516
19016	22352
53424	269682
83797	67155
11614	26380
12387	330914
12606	140858
81601	66233
16572	16573
17246	56289
54401	20740
18708	16367
17257	22589
26413	13712
15516	15194
235320	16906
56715	54189
50754	17863
21937	107976
116701	14173
93759	19017
18011	13388
14810	224997
66853	66968
75829	19401
26407	12005
22637	12402
52463	20466
70160	22190
58186	22210
233490	26379
20181	21848
20371	217864
50905	109776
72931	67788
415115	18571
56353	19821
16412	22034
19821	15182
93759	226419
30841	13016
59035	17260
110157	15461
22059	17248
18035	15405
16924	238988
12566	12447
18762	56637
21685	21685
20471	68094
268749	16151
13405	13138
16909	19192
116837	19339
21341	21374
22034	268933
69807	11459
110876	83814
17874	16179
58194	13385
71950	15502
13626	14056
14106	17126
65254	64705
20185	21372
16924	207278
12914	18519
228359	19353
260305	244585
14082	12370
378435	23808
20437	14433
13006	140557
93759	19697
21349	99982
18611	26413
13626	52615
67443	66795
14465	30937
26413	18412
71950	20842
15270	107815
21853	21853
11785	13800
207215	16367
14201	13017
12387	21416
22034	93765
18999	99982
224727	171285
109359	11911
18538	18970
11865	18626
15251	22346
64930	19684
140630	56354
227743	78757
16362	22218
71978	214931
16151	16150
22631	16825
19387	22218
226548	19164
22059	22062
100038882	107045
67469	103968
71950	100683
233908	14105
71950	229584
74769	19356
22359	13131
228714	14534
26380	23942
19164	12387
12387	12914
73381	11835
21929	22034
12609	19645
17246	75826
50873	56208
21349	19720
14810	12558
53310	74094
71950	20466
106759	22034
20277	83814
21677	22601
12282	53421
100494	21762
20375	20466
22034	16396
14810	14811
208727	17258
16909	17219
20852	547253
216963	72183
15469	66511
12914	106628
20174	20589
83431	18039
18140	21973
433766	17879
23872	20586
12566	19645
67128	22190
22589	213742
18148	50754
21374	83602
13669	12578
74256	18412
15481	13002
11651	11651
71950	214812
71950	19696
18559	66834
226049	11991
16922	216739
18034	19697
15461	225870
14367	94221
13197	11792
20371	20586
16452	18708
100494	17463
15194	18412
12567	15519
23802	59007
380714	19339
664883	56195
20683	433759
23942	116870
207259	20787
15504	84092
22632	19017
27494	12695
20846	22190
19401	22631
12914	232791
15182	20466
99377	23942
20187	12539
20683	79362
18626	18626
18999	69890
65254	12934
21687	50915
228545	53331
228545	58244
20779	13806
19224	18220
17863	21849
20908	20911
71950	58198
13018	21429
20614	52551
19697	328572
11865	15251
78903	78903
15512	50927
13858	13858
22343	327814
13644	14083
15163	58240
16177	17874
18033	18035
53379	19052
23885	23885
16419	26413
18999	15388
67731	21402
20674	21908
99152	16348
14595	70093
11308	18708
17126	22190
80905	56210
14810	11472
15170	13448
21422	81879
11651	108686
12387	12005
214669	15182
59007	269523
74244	74244
15078	12416
22034	22190
12894	12043
21399	106389
74288	56085
12005	56469
214669	17192
12914	22642
22031	320713
16498	16490
83454	17755
12387	16842
73679	224826
12368	73914
17928	22190
20277	17999
14634	20481
20505	26941
16909	85305
21423	15902
21939	22030
12419	27221
74132	16885
100049603	269523
17257	99890
20586	93760
71950	51869
73274	12914
18024	22190
66917	15519
22190	51789
16468	11569
654824	14155
81601	20238
12952	15182
22034	60595
18854	56717
14281	56191
14048	106025
15405	17268
21374	229906
12753	12953
